split,city,sample_id,image_path,label_path,instance_path,person_pixels,car_pixels,motorcycle_pixels,person_instances,car_instances,motorcycle_instances,has_all_three,passes_minimum,passes_ratio,selection_tier,selection_tier_name,person_ratio,car_ratio,motorcycle_ratio,total_target_pixels,balance_error,balance_score,quantity_score,instance_score,total_area_score,motorcycle_ratio_score,score
val,frankfurt,frankfurt_000001_082087,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_082087_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_082087_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_082087_gtFine_instanceIds.png",1279,21128,11834,7,12,2,True,False,False,3,Tier 3 - All classes present,0.03735288104903478,0.6170380537951579,0.34560906515580736,34241,0.2626471189509652,0.7373528810490348,0.44826609581479954,1.0,0.68482,1.0,69.7902981164054
train,hamburg,hamburg_000000_060907,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_060907_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_060907_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_060907_gtFine_instanceIds.png",25027,52605,669,24,10,2,True,False,False,3,Tier 3 - All classes present,0.3196255475664423,0.671830500249039,0.008543952184518717,78301,0.1914560478154813,0.8085439521845187,0.40595264236057166,1.0,1.0,0.04271976092259358,69.73393616281088
train,aachen,aachen_000110_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000110_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000110_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000110_000019_gtFine_instanceIds.png",6505,262165,8728,8,13,1,True,False,False,3,Tier 3 - All classes present,0.023450060923294328,0.9450861217456507,0.03146381733105502,277398,0.44508612174565065,0.5549138782543493,0.8280451405606194,0.7937005259840998,1.0,0.1573190866552751,69.73001267003042
train,hamburg,hamburg_000000_063403,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_063403_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_063403_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_063403_gtFine_instanceIds.png",71725,78165,1312,10,11,1,True,False,False,3,Tier 3 - All classes present,0.47436541844684593,0.5169574476528088,0.008677133900345234,151202,0.19132286609965476,0.8086771339003452,0.5081336371089924,0.7937005259840998,1.0,0.04338566950172617,69.71353070655371
train,zurich,zurich_000077_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000077_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000077_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000077_000019_gtFine_instanceIds.png",19825,28584,1257,17,5,1,True,False,False,3,Tier 3 - All classes present,0.39916643176418476,0.5755245036846132,0.02530906455120203,49666,0.17469093544879796,0.825309064551202,0.4929229156977336,0.7469007910928608,0.99332,0.12654532275601016,69.56948853315306
val,frankfurt,frankfurt_000001_062793,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_062793_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_062793_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_062793_gtFine_instanceIds.png",33159,23105,2447,16,10,1,True,False,False,3,Tier 3 - All classes present,0.5647834307029347,0.39353783788387187,0.04167873141319344,58711,0.2647834307029347,0.7352165692970654,0.5733320619976616,0.7937005259840998,1.0,0.20839365706596719,69.55610080690379
train,strasbourg,strasbourg_000001_054639,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_054639_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_054639_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_054639_gtFine_instanceIds.png",20599,6395,22809,5,5,1,True,False,False,3,Tier 3 - All classes present,0.4136096219103267,0.1284059193221292,0.4579844587675441,49803,0.3715940806778708,0.6284059193221292,0.5973649880032528,0.7469007910928608,0.99606,1.0,69.22129827937566
val,munster,munster_000023_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000023_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000023_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000023_000019_gtFine_instanceIds.png",13310,22525,1633,2,8,2,True,False,False,3,Tier 3 - All classes present,0.35523646845307993,0.6011796733212341,0.04358385822568592,37468,0.15641614177431407,0.8435838582256859,0.4967942682718106,0.7937005259840998,0.74936,0.2179192911284296,69.13588672258541
val,frankfurt,frankfurt_000001_067295,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_067295_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_067295_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_067295_gtFine_instanceIds.png",76365,105894,1197,28,7,1,True,False,False,3,Tier 3 - All classes present,0.4162578492935636,0.5772174254317112,0.006524725274725275,183456,0.19347527472527476,0.8065247252747252,0.4928310365143878,0.7937005259840998,1.0,0.032623626373626376,69.11454612805026
train,strasbourg,strasbourg_000000_025089,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_025089_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_025089_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_025089_gtFine_instanceIds.png",6939,34381,2971,5,18,1,True,False,True,3,Tier 3 - All classes present,0.15666839764286197,0.7762525117969791,0.06707909056015895,44291,0.27625251179697907,0.7237474882030209,0.5907447169769247,0.7937005259840998,0.88582,0.33539545280079475,69.11292619119406
train,strasbourg,strasbourg_000000_029729,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_029729_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_029729_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_029729_gtFine_instanceIds.png",76221,88254,2116,25,2,1,True,False,False,3,Tier 3 - All classes present,0.4575337203090203,0.5297645130889423,0.012701766602037324,166591,0.18729823339796267,0.8127017666020373,0.5958979450800578,0.5503212081491045,1.0,0.06350883301018662,68.95737130377071
train,tubingen,tubingen_000065_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000065_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000065_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000065_000019_gtFine_instanceIds.png",9014,364259,8678,1,5,2,True,False,False,3,Tier 3 - All classes present,0.02359988584923197,0.9536799222936974,0.022720191857070672,381951,0.45367992229369736,0.5463200777063026,0.9213947496005669,0.5928155507483438,1.0,0.11360095928535335,68.95488365392103
train,hamburg,hamburg_000000_069417,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_069417_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_069417_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_069417_gtFine_instanceIds.png",41628,91656,1124,48,11,1,True,False,False,3,Tier 3 - All classes present,0.3097137075174097,0.6819236950181536,0.008362597464436641,134408,0.19163740253556336,0.8083625974644366,0.4826016144366093,0.7937005259840998,1.0,0.04181298732218321,68.92712515804816
train,stuttgart,stuttgart_000112_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000112_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000112_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000112_000019_gtFine_instanceIds.png",1456,60848,41915,1,11,2,True,False,False,3,Tier 3 - All classes present,0.01397058118001516,0.5838474750285456,0.4021819437914392,104219,0.2860294188199848,0.7139705811800152,0.5260824228571251,0.6299605249474366,1.0,1.0,68.79070380712591
train,ulm,ulm_000065_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\ulm\ulm_000065_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000065_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000065_000019_gtFine_instanceIds.png",5071,39222,3879,5,3,3,True,False,False,3,Tier 3 - All classes present,0.10526862077555427,0.8142074233994852,0.08052395582496055,48172,0.31420742339948515,0.6857925766005148,0.5815733047017905,0.7937005259840998,0.96344,0.40261977912480273,68.43190899045982
train,hanover,hanover_000000_029325,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_029325_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_029325_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_029325_gtFine_instanceIds.png",22894,53205,950,31,9,1,True,False,False,3,Tier 3 - All classes present,0.29713558904074033,0.6905345948682008,0.012329816091058937,77049,0.19053459486820076,0.8094654051317992,0.45629026353869667,0.7937005259840998,1.0,0.06164908045529468,68.28107740347083
train,strasbourg,strasbourg_000000_033062,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_033062_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_033062_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_033062_gtFine_instanceIds.png",52084,89279,978,23,11,1,True,False,False,3,Tier 3 - All classes present,0.3659100329490449,0.627219142762802,0.006870824288153097,142341,0.1931291757118469,0.806870824288153,0.46072978048447893,0.7937005259840998,1.0,0.03435412144076548,68.1740048830258
train,aachen,aachen_000004_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000004_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000004_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000004_000019_gtFine_instanceIds.png",13846,57898,1099,7,15,2,True,False,False,3,Tier 3 - All classes present,0.19008003514407698,0.7948327224304326,0.015087242425490439,72843,0.29483272243043257,0.7051672775695674,0.47899674714457463,1.0,1.0,0.07543621212745219,67.9537745777572
val,frankfurt,frankfurt_000001_055387,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_055387_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_055387_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_055387_gtFine_instanceIds.png",41836,5847,47752,25,4,6,True,False,False,3,Tier 3 - All classes present,0.4383716665793472,0.06126683082726463,0.5003615025933882,95435,0.4387331691727353,0.5612668308272647,0.5797898564906535,0.8735804647362989,1.0,1.0,67.94807589885468
train,strasbourg,strasbourg_000001_009618,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_009618_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_009618_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_009618_gtFine_instanceIds.png",30561,74634,965,25,16,1,True,False,False,3,Tier 3 - All classes present,0.28787678975131875,0.703033157498116,0.009090052750565184,106160,0.20303315749811604,0.796966842501884,0.45867926134215514,0.7937005259840998,1.0,0.04545026375282592,67.77181074886563
train,hanover,hanover_000000_027282,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_027282_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_027282_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_027282_gtFine_instanceIds.png",24404,134624,1535,22,11,2,True,False,False,3,Tier 3 - All classes present,0.15199018453815635,0.8384497051001788,0.009560110361664891,160563,0.3384497051001788,0.6615502948998212,0.5354301138367603,1.0,1.0,0.04780055180832445,67.76391797013727
train,strasbourg,strasbourg_000001_052840,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_052840_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_052840_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_052840_gtFine_instanceIds.png",15993,14392,3644,16,2,1,True,False,False,3,Tier 3 - All classes present,0.46998148637926473,0.42293338035205263,0.10708513326868259,34029,0.16998148637926477,0.8300185136207352,0.5591471144045685,0.5503212081491045,0.68058,0.5354256663434129,67.71290043092009
val,frankfurt,frankfurt_000001_064305,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_064305_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_064305_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_064305_gtFine_instanceIds.png",1214,82411,45175,1,11,6,True,False,False,3,Tier 3 - All classes present,0.009425465838509317,0.6398369565217391,0.35073757763975155,128800,0.29057453416149065,0.7094254658385093,0.4951531682583971,0.6299605249474366,1.0,1.0,67.68102155550383
train,monchengladbach,monchengladbach_000000_007695,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\monchengladbach\monchengladbach_000000_007695_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_007695_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_007695_gtFine_instanceIds.png",16045,36861,789,5,9,1,True,False,False,3,Tier 3 - All classes present,0.29881739454325357,0.6864884998603222,0.014694105596424248,53695,0.1864884998603222,0.8135115001396778,0.4289029181379588,0.7937005259840998,1.0,0.07347052798212124,67.68040807939796
train,zurich,zurich_000063_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000063_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000063_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000063_000019_gtFine_instanceIds.png",62031,216038,1657,16,11,1,True,False,False,3,Tier 3 - All classes present,0.2217562900838678,0.7723200560548537,0.005923653861278537,279726,0.27232005605485365,0.7276799439451463,0.5492551901811876,0.7937005259840998,1.0,0.029618269306392685,67.63845269953495
train,zurich,zurich_000067_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000067_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000067_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000067_000019_gtFine_instanceIds.png",78732,183271,881,18,18,1,True,False,False,3,Tier 3 - All classes present,0.2994933126397955,0.6971553993396327,0.003351288020571811,262884,0.19715539933963266,0.8028446006603673,0.44496443767487026,0.7937005259840998,1.0,0.016756440102859056,67.45200724693659
train,aachen,aachen_000138_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000138_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000138_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000138_000019_gtFine_instanceIds.png",29965,189740,2677,7,8,1,True,False,False,3,Tier 3 - All classes present,0.13474561790072936,0.8532165373096744,0.01203784478959628,222382,0.35321653730967434,0.6467834626903257,0.6444899117962599,0.7937005259840998,1.0,0.060189223947981395,67.41248987100224
val,munster,munster_000148_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000148_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000148_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000148_000019_gtFine_instanceIds.png",47297,39089,1526,28,4,1,True,False,False,3,Tier 3 - All classes present,0.538003913003913,0.4446378196378196,0.017358267358267357,87912,0.23800391300391305,0.7619960869960869,0.5343816187637045,0.6933612743506347,1.0,0.08679133679133678,67.34566784197081
train,strasbourg,strasbourg_000001_049977,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_049977_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_049977_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_049977_gtFine_instanceIds.png",45479,9753,10374,15,1,2,True,False,False,3,Tier 3 - All classes present,0.6932140353016493,0.1486601835198,0.15812578117855075,65606,0.3932140353016493,0.6067859646983507,0.6876049426580179,0.5503212081491045,1.0,0.7906289058927537,67.1075495193749
